datetime,actual_generation_mw,primary_source
2026-06-16 03:45:00,3.64,Hydro
2026-06-16 03:30:00,13.4,Thermal
2026-06-16 03:30:00,1.32,Wind
2026-06-16 03:30:00,0.6,Geothermal
2026-06-16 03:30:00,0.0,Photovoltaic
2026-06-16 03:30:00,2.56,Self-consumption
2026-06-16 03:30:00,3.76,Hydro
2026-06-16 03:15:00,2.516,Self-consumption
2026-06-16 03:15:00,0.0,Photovoltaic
2026-06-16 03:15:00,0.6,Geothermal
2026-06-16 03:15:00,1.2,Wind
2026-06-16 03:15:00,13.24,Thermal
2026-06-16 03:15:00,3.76,Hydro
2026-06-16 03:00:00,2.54,Self-consumption
2026-06-16 03:00:00,0.0,Photovoltaic
2026-06-16 03:00:00,0.6,Geothermal
2026-06-16 03:00:00,1.2,Wind
2026-06-16 03:00:00,13.44,Thermal
2026-06-16 03:00:00,3.92,Hydro
2026-06-16 02:45:00,3.92,Hydro
2026-06-16 02:45:00,13.68,Thermal
2026-06-16 02:45:00,0.6,Geothermal
2026-06-16 02:45:00,0.0,Photovoltaic
2026-06-16 02:45:00,2.504,Self-consumption
2026-06-16 02:45:00,1.2,Wind
2026-06-16 02:30:00,1.16,Wind
2026-06-16 02:30:00,0.6,Geothermal
2026-06-16 02:30:00,0.0,Photovoltaic
2026-06-16 02:30:00,2.548,Self-consumption
2026-06-16 02:30:00,3.8,Hydro
2026-06-16 02:30:00,13.84,Thermal
2026-06-16 02:15:00,13.88,Thermal
2026-06-16 02:15:00,1.16,Wind
2026-06-16 02:15:00,3.8,Hydro
2026-06-16 02:15:00,2.564,Self-consumption
2026-06-16 02:15:00,0.0,Photovoltaic
2026-06-16 02:15:00,0.6,Geothermal
2026-06-16 02:00:00,13.72,Thermal
2026-06-16 02:00:00,3.84,Hydro
2026-06-16 02:00:00,2.608,Self-consumption
2026-06-16 02:00:00,1.28,Wind
2026-06-16 02:00:00,0.6,Geothermal
2026-06-16 02:00:00,0.0,Photovoltaic
2026-06-16 01:45:00,13.84,Thermal
2026-06-16 01:45:00,1.4,Wind
2026-06-16 01:45:00,0.6,Geothermal
2026-06-16 01:45:00,0.0,Photovoltaic
2026-06-16 01:45:00,2.496,Self-consumption
2026-06-16 01:45:00,3.92,Hydro
2026-06-16 01:30:00,14.08,Thermal
2026-06-16 01:30:00,1.4,Wind
2026-06-16 01:30:00,0.6,Geothermal
2026-06-16 01:30:00,0.0,Photovoltaic
2026-06-16 01:30:00,2.6,Self-consumption
2026-06-16 01:30:00,3.96,Hydro
2026-06-16 01:15:00,2.692,Self-consumption
2026-06-16 01:15:00,0.0,Photovoltaic
2026-06-16 01:15:00,0.6,Geothermal
2026-06-16 01:15:00,1.4,Wind
2026-06-16 01:15:00,14.16,Thermal
2026-06-16 01:15:00,4.04,Hydro
2026-06-16 01:00:00,2.72,Self-consumption
2026-06-16 01:00:00,0.0,Photovoltaic
2026-06-16 01:00:00,0.6,Geothermal
2026-06-16 01:00:00,1.48,Wind
2026-06-16 01:00:00,14.28,Thermal
2026-06-16 01:00:00,4.04,Hydro
2026-06-16 00:45:00,14.4,Thermal
2026-06-16 00:45:00,1.44,Wind
2026-06-16 00:45:00,0.6,Geothermal
2026-06-16 00:45:00,0.0,Photovoltaic
2026-06-16 00:45:00,2.776,Self-consumption
2026-06-16 00:45:00,4.28,Hydro
2026-06-16 00:30:00,14.64,Thermal
2026-06-16 00:30:00,1.48,Wind
2026-06-16 00:30:00,0.6,Geothermal
2026-06-16 00:30:00,0.0,Photovoltaic
2026-06-16 00:30:00,2.856,Self-consumption
2026-06-16 00:30:00,4.32,Hydro
2026-06-16 00:15:00,2.94,Self-consumption
2026-06-16 00:15:00,0.0,Photovoltaic
2026-06-16 00:15:00,0.6,Geothermal
2026-06-16 00:15:00,1.44,Wind
2026-06-16 00:15:00,15.32,Thermal
2026-06-16 00:15:00,4.36,Hydro
2026-06-16 00:00:00,3.112,Self-consumption
2026-06-16 00:00:00,0.0,Photovoltaic
2026-06-16 00:00:00,0.6,Geothermal
2026-06-16 00:00:00,1.44,Wind
2026-06-16 00:00:00,16.4,Thermal
2026-06-16 00:00:00,4.48,Hydro
2026-06-15 23:45:00,16.72,Thermal
2026-06-15 23:45:00,1.44,Wind
2026-06-15 23:45:00,0.6,Geothermal
2026-06-15 23:45:00,0.0,Photovoltaic
2026-06-15 23:45:00,3.384,Self-consumption
2026-06-15 23:45:00,5.0,Hydro
2026-06-15 23:30:00,17.08,Thermal
2026-06-15 23:30:00,1.52,Wind
2026-06-15 23:30:00,0.6,Geothermal
2026-06-15 23:30:00,0.0,Photovoltaic
2026-06-15 23:30:00,3.528,Self-consumption
2026-06-15 23:30:00,5.12,Hydro
2026-06-15 23:15:00,3.584,Self-consumption
2026-06-15 23:15:00,0.0,Photovoltaic
2026-06-15 23:15:00,0.6,Geothermal
2026-06-15 23:15:00,1.44,Wind
2026-06-15 23:15:00,17.68,Thermal
2026-06-15 23:15:00,5.16,Hydro
2026-06-15 23:00:00,3.82,Self-consumption
2026-06-15 23:00:00,0.0,Photovoltaic
2026-06-15 23:00:00,0.6,Geothermal
2026-06-15 23:00:00,1.36,Wind
2026-06-15 23:00:00,18.44,Thermal
2026-06-15 23:00:00,5.32,Hydro
2026-06-15 22:45:00,18.4,Thermal
2026-06-15 22:45:00,1.48,Wind
2026-06-15 22:45:00,0.6,Geothermal
2026-06-15 22:45:00,0.0,Photovoltaic
2026-06-15 22:45:00,3.992,Self-consumption
2026-06-15 22:45:00,6.72,Hydro
2026-06-15 22:30:00,18.6,Thermal
2026-06-15 22:30:00,1.48,Wind
2026-06-15 22:30:00,0.6,Geothermal
2026-06-15 22:30:00,0.0,Photovoltaic
2026-06-15 22:30:00,4.144,Self-consumption
2026-06-15 22:30:00,6.96,Hydro
2026-06-15 22:15:00,4.204,Self-consumption
2026-06-15 22:15:00,0.0,Photovoltaic
2026-06-15 22:15:00,0.6,Geothermal
2026-06-15 22:15:00,1.52,Wind
2026-06-15 22:15:00,18.6,Thermal
2026-06-15 22:15:00,7.28,Hydro
2026-06-15 22:00:00,4.28,Self-consumption
2026-06-15 22:00:00,0.0,Photovoltaic
2026-06-15 22:00:00,0.6,Geothermal
2026-06-15 22:00:00,1.68,Wind
2026-06-15 22:00:00,18.68,Thermal
2026-06-15 22:00:00,7.72,Hydro
2026-06-15 21:45:00,18.6,Thermal
2026-06-15 21:45:00,8.32,Hydro
2026-06-15 21:45:00,0.6,Geothermal
2026-06-15 21:45:00,0.0,Photovoltaic
2026-06-15 21:45:00,4.324,Self-consumption
2026-06-15 21:45:00,1.76,Wind
2026-06-15 21:30:00,8.32,Hydro
2026-06-15 21:30:00,4.424,Self-consumption
2026-06-15 21:30:00,0.0,Photovoltaic
2026-06-15 21:30:00,0.6,Geothermal
2026-06-15 21:30:00,18.6,Thermal
2026-06-15 21:30:00,1.96,Wind
2026-06-15 21:15:00,8.36,Hydro
2026-06-15 21:15:00,4.548,Self-consumption
2026-06-15 21:15:00,2.24,Wind
2026-06-15 21:15:00,0.6,Geothermal
2026-06-15 21:15:00,0.0,Photovoltaic
2026-06-15 21:15:00,18.64,Thermal
2026-06-15 21:00:00,0.6,Geothermal
2026-06-15 21:00:00,0.0,Photovoltaic
2026-06-15 21:00:00,4.576,Self-consumption
2026-06-15 21:00:00,8.64,Hydro
2026-06-15 21:00:00,2.52,Wind
2026-06-15 21:00:00,18.56,Thermal
2026-06-15 20:45:00,18.36,Thermal
2026-06-15 20:45:00,2.68,Wind
2026-06-15 20:45:00,0.6,Geothermal
2026-06-15 20:45:00,0.0,Photovoltaic
2026-06-15 20:45:00,4.5,Self-consumption
2026-06-15 20:45:00,8.64,Hydro
2026-06-15 20:30:00,18.24,Thermal
2026-06-15 20:30:00,2.92,Wind
2026-06-15 20:30:00,0.6,Geothermal
2026-06-15 20:30:00,0.12,Photovoltaic
2026-06-15 20:30:00,4.58,Self-consumption
2026-06-15 20:30:00,8.64,Hydro
2026-06-15 20:15:00,4.716,Self-consumption
2026-06-15 20:15:00,0.28,Photovoltaic
2026-06-15 20:15:00,0.6,Geothermal
2026-06-15 20:15:00,3.12,Wind
2026-06-15 20:15:00,18.04,Thermal
2026-06-15 20:15:00,8.52,Hydro
2026-06-15 20:00:00,4.848,Self-consumption
2026-06-15 20:00:00,0.56,Photovoltaic
2026-06-15 20:00:00,0.6,Geothermal
2026-06-15 20:00:00,3.24,Wind
2026-06-15 20:00:00,17.68,Thermal
2026-06-15 20:00:00,8.4,Hydro
2026-06-15 19:45:00,17.2,Thermal
2026-06-15 19:45:00,3.48,Wind
2026-06-15 19:45:00,0.6,Geothermal
2026-06-15 19:45:00,0.96,Photovoltaic
2026-06-15 19:45:00,4.872,Self-consumption
2026-06-15 19:45:00,8.48,Hydro
2026-06-15 19:30:00,17.0,Thermal
2026-06-15 19:30:00,3.72,Wind
2026-06-15 19:30:00,0.6,Geothermal
2026-06-15 19:30:00,1.44,Photovoltaic
2026-06-15 19:30:00,4.94,Self-consumption
2026-06-15 19:30:00,7.84,Hydro
2026-06-15 19:15:00,5.112,Self-consumption
2026-06-15 19:15:00,2.08,Photovoltaic
2026-06-15 19:15:00,0.6,Geothermal
2026-06-15 19:15:00,3.76,Wind
2026-06-15 19:15:00,16.72,Thermal
2026-06-15 19:15:00,7.6,Hydro
2026-06-15 19:00:00,5.312,Self-consumption
2026-06-15 19:00:00,2.88,Photovoltaic
2026-06-15 19:00:00,0.6,Geothermal
2026-06-15 19:00:00,3.92,Wind
2026-06-15 19:00:00,16.52,Thermal
2026-06-15 19:00:00,7.28,Hydro
2026-06-15 18:45:00,3.6,Photovoltaic
2026-06-15 18:45:00,6.32,Hydro
2026-06-15 18:45:00,5.56,Self-consumption
2026-06-15 18:45:00,16.48,Thermal
2026-06-15 18:45:00,3.96,Wind
2026-06-15 18:45:00,0.6,Geothermal
2026-06-15 18:30:00,4.36,Photovoltaic
2026-06-15 18:30:00,5.68,Self-consumption
2026-06-15 18:30:00,6.16,Hydro
2026-06-15 18:30:00,0.6,Geothermal
2026-06-15 18:30:00,4.04,Wind
2026-06-15 18:30:00,15.6,Thermal
2026-06-15 18:15:00,5.32,Photovoltaic
2026-06-15 18:15:00,6.12,Hydro
2026-06-15 18:15:00,5.84,Self-consumption
2026-06-15 18:15:00,0.6,Geothermal
2026-06-15 18:15:00,4.2,Wind
2026-06-15 18:15:00,14.68,Thermal
2026-06-15 18:00:00,13.4,Thermal
2026-06-15 18:00:00,6.24,Photovoltaic
2026-06-15 18:00:00,4.36,Wind
2026-06-15 18:00:00,0.6,Geothermal
2026-06-15 18:00:00,5.84,Hydro
2026-06-15 18:00:00,6.164,Self-consumption
2026-06-15 17:45:00,12.44,Thermal
2026-06-15 17:45:00,4.44,Wind
2026-06-15 17:45:00,0.6,Geothermal
2026-06-15 17:45:00,7.28,Photovoltaic
2026-06-15 17:45:00,6.664,Self-consumption
2026-06-15 17:45:00,4.64,Hydro
2026-06-15 17:30:00,11.48,Thermal
2026-06-15 17:30:00,4.56,Wind
2026-06-15 17:30:00,0.6,Geothermal
2026-06-15 17:30:00,8.2,Photovoltaic
2026-06-15 17:30:00,6.816,Self-consumption
2026-06-15 17:30:00,4.48,Hydro
2026-06-15 17:15:00,7.212,Self-consumption
2026-06-15 17:15:00,9.0,Photovoltaic
2026-06-15 17:15:00,0.6,Geothermal
2026-06-15 17:15:00,4.76,Wind
2026-06-15 17:15:00,10.0,Thermal
2026-06-15 17:15:00,4.4,Hydro
2026-06-15 17:00:00,7.68,Self-consumption
2026-06-15 17:00:00,10.08,Photovoltaic
2026-06-15 17:00:00,0.6,Geothermal
2026-06-15 17:00:00,4.68,Wind
2026-06-15 17:00:00,9.04,Thermal
2026-06-15 17:00:00,4.28,Hydro
2026-06-15 16:45:00,8.92,Thermal
2026-06-15 16:45:00,4.48,Wind
2026-06-15 16:45:00,0.6,Geothermal
2026-06-15 16:45:00,10.84,Photovoltaic
2026-06-15 16:45:00,7.912,Self-consumption
2026-06-15 16:45:00,3.92,Hydro
2026-06-15 16:30:00,8.08,Thermal
2026-06-15 16:30:00,4.24,Wind
2026-06-15 16:30:00,0.6,Geothermal
2026-06-15 16:30:00,11.48,Photovoltaic
2026-06-15 16:30:00,8.22,Self-consumption
2026-06-15 16:30:00,3.8,Hydro
2026-06-15 16:15:00,8.48,Self-consumption
2026-06-15 16:15:00,12.52,Photovoltaic
2026-06-15 16:15:00,0.6,Geothermal
2026-06-15 16:15:00,4.0,Wind
2026-06-15 16:15:00,7.56,Thermal
2026-06-15 16:15:00,3.76,Hydro
2026-06-15 16:00:00,8.816,Self-consumption
2026-06-15 16:00:00,13.28,Photovoltaic
2026-06-15 16:00:00,0.6,Geothermal
2026-06-15 16:00:00,3.76,Wind
2026-06-15 16:00:00,7.2,Thermal
2026-06-15 16:00:00,3.72,Hydro
2026-06-15 15:45:00,3.56,Hydro
2026-06-15 15:45:00,6.88,Thermal
2026-06-15 15:45:00,3.4,Wind
2026-06-15 15:45:00,0.6,Geothermal
2026-06-15 15:45:00,13.72,Photovoltaic
2026-06-15 15:45:00,8.968,Self-consumption
2026-06-15 15:30:00,6.2,Thermal
2026-06-15 15:30:00,3.44,Wind
2026-06-15 15:30:00,0.6,Geothermal
2026-06-15 15:30:00,14.4,Photovoltaic
2026-06-15 15:30:00,9.236,Self-consumption
2026-06-15 15:30:00,3.56,Hydro
2026-06-15 15:15:00,9.388,Self-consumption
2026-06-15 15:15:00,15.0,Photovoltaic
2026-06-15 15:15:00,0.6,Geothermal
2026-06-15 15:15:00,3.4,Wind
2026-06-15 15:15:00,5.92,Thermal
2026-06-15 15:15:00,3.56,Hydro
2026-06-15 15:00:00,9.672,Self-consumption
2026-06-15 15:00:00,15.28,Photovoltaic
2026-06-15 15:00:00,0.56,Geothermal
2026-06-15 15:00:00,3.32,Wind
2026-06-15 15:00:00,5.72,Thermal
2026-06-15 15:00:00,3.52,Hydro
2026-06-15 14:45:00,5.12,Thermal
2026-06-15 14:45:00,3.32,Wind
2026-06-15 14:45:00,0.56,Geothermal
2026-06-15 14:45:00,15.68,Photovoltaic
2026-06-15 14:45:00,9.92,Self-consumption
2026-06-15 14:45:00,3.32,Hydro
2026-06-15 14:30:00,4.72,Thermal
2026-06-15 14:30:00,3.36,Wind
2026-06-15 14:30:00,0.56,Geothermal
2026-06-15 14:30:00,16.16,Photovoltaic
2026-06-15 14:30:00,10.048,Self-consumption
2026-06-15 14:30:00,3.32,Hydro
2026-06-15 14:15:00,10.14,Self-consumption
2026-06-15 14:15:00,16.44,Photovoltaic
2026-06-15 14:15:00,0.56,Geothermal
2026-06-15 14:15:00,3.36,Wind
2026-06-15 14:15:00,5.0,Thermal
2026-06-15 14:15:00,3.32,Hydro
2026-06-15 14:00:00,10.196,Self-consumption
2026-06-15 14:00:00,16.56,Photovoltaic
2026-06-15 14:00:00,0.56,Geothermal
2026-06-15 14:00:00,3.32,Wind
2026-06-15 14:00:00,5.16,Thermal
2026-06-15 14:00:00,3.28,Hydro
2026-06-15 13:45:00,5.0,Thermal
2026-06-15 13:45:00,3.36,Hydro
2026-06-15 13:45:00,0.56,Geothermal
2026-06-15 13:45:00,16.8,Photovoltaic
2026-06-15 13:45:00,10.356,Self-consumption
2026-06-15 13:45:00,3.36,Wind
2026-06-15 13:30:00,3.28,Hydro
2026-06-15 13:30:00,10.488,Self-consumption
2026-06-15 13:30:00,17.08,Photovoltaic
2026-06-15 13:30:00,0.56,Geothermal
2026-06-15 13:30:00,4.52,Thermal
2026-06-15 13:30:00,3.52,Wind
2026-06-15 13:15:00,3.2,Hydro
2026-06-15 13:15:00,10.5,Self-consumption
2026-06-15 13:15:00,3.44,Wind
2026-06-15 13:15:00,0.56,Geothermal
2026-06-15 13:15:00,17.36,Photovoltaic
2026-06-15 13:15:00,4.44,Thermal
2026-06-15 13:00:00,0.56,Geothermal
2026-06-15 13:00:00,17.48,Photovoltaic
2026-06-15 13:00:00,10.492,Self-consumption
2026-06-15 13:00:00,3.28,Hydro
2026-06-15 13:00:00,3.04,Wind
2026-06-15 13:00:00,4.44,Thermal
2026-06-15 12:45:00,4.44,Thermal
2026-06-15 12:45:00,2.64,Wind
2026-06-15 12:45:00,0.56,Geothermal
2026-06-15 12:45:00,17.4,Photovoltaic
2026-06-15 12:45:00,10.476,Self-consumption
2026-06-15 12:45:00,3.24,Hydro
2026-06-15 12:30:00,4.4,Thermal
2026-06-15 12:30:00,2.4,Wind
2026-06-15 12:30:00,0.56,Geothermal
2026-06-15 12:30:00,17.44,Photovoltaic
2026-06-15 12:30:00,10.496,Self-consumption
2026-06-15 12:30:00,3.24,Hydro
2026-06-15 12:15:00,10.416,Self-consumption
2026-06-15 12:15:00,17.24,Photovoltaic
2026-06-15 12:15:00,0.56,Geothermal
2026-06-15 12:15:00,2.16,Wind
2026-06-15 12:15:00,4.44,Thermal
2026-06-15 12:15:00,3.44,Hydro
2026-06-15 12:00:00,10.344,Self-consumption
2026-06-15 12:00:00,17.24,Photovoltaic
2026-06-15 12:00:00,0.56,Geothermal
2026-06-15 12:00:00,1.92,Wind
2026-06-15 12:00:00,4.64,Thermal
2026-06-15 12:00:00,3.44,Hydro
2026-06-15 11:45:00,5.04,Thermal
2026-06-15 11:45:00,1.76,Wind
2026-06-15 11:45:00,0.56,Geothermal
2026-06-15 11:45:00,16.96,Photovoltaic
2026-06-15 11:45:00,10.164,Self-consumption
2026-06-15 11:45:00,3.64,Hydro
2026-06-15 11:30:00,16.8,Photovoltaic
2026-06-15 11:30:00,10.204,Self-consumption
2026-06-15 11:30:00,0.6,Geothermal
2026-06-15 11:30:00,1.72,Wind
2026-06-15 11:30:00,4.88,Thermal
2026-06-15 11:30:00,3.68,Hydro
2026-06-15 11:15:00,1.68,Wind
2026-06-15 11:15:00,5.12,Thermal
2026-06-15 11:15:00,0.6,Geothermal
2026-06-15 11:15:00,3.76,Hydro
2026-06-15 11:15:00,10.244,Self-consumption
2026-06-15 11:15:00,16.44,Photovoltaic
2026-06-15 11:00:00,10.092,Self-consumption
2026-06-15 11:00:00,16.04,Photovoltaic
2026-06-15 11:00:00,5.2,Thermal
2026-06-15 11:00:00,1.76,Wind
2026-06-15 11:00:00,0.6,Geothermal
2026-06-15 11:00:00,3.64,Hydro
2026-06-15 10:45:00,3.84,Hydro
2026-06-15 10:45:00,10.0,Self-consumption
2026-06-15 10:45:00,5.48,Thermal
2026-06-15 10:45:00,1.88,Wind
2026-06-15 10:45:00,0.6,Geothermal
2026-06-15 10:45:00,15.84,Photovoltaic
2026-06-15 10:30:00,15.36,Photovoltaic
2026-06-15 10:30:00,9.836,Self-consumption
2026-06-15 10:30:00,3.92,Hydro
2026-06-15 10:30:00,0.6,Geothermal
2026-06-15 10:30:00,2.04,Wind
2026-06-15 10:30:00,5.76,Thermal
2026-06-15 10:15:00,14.88,Photovoltaic
2026-06-15 10:15:00,3.96,Hydro
2026-06-15 10:15:00,9.716,Self-consumption
2026-06-15 10:15:00,0.6,Geothermal
2026-06-15 10:15:00,2.12,Wind
2026-06-15 10:15:00,6.04,Thermal
2026-06-15 10:00:00,6.48,Thermal
2026-06-15 10:00:00,14.28,Photovoltaic
2026-06-15 10:00:00,2.24,Wind
2026-06-15 10:00:00,0.6,Geothermal
2026-06-15 10:00:00,4.04,Hydro
2026-06-15 10:00:00,9.392,Self-consumption
2026-06-15 09:45:00,6.64,Thermal
2026-06-15 09:45:00,2.28,Wind
2026-06-15 09:45:00,0.6,Geothermal
2026-06-15 09:45:00,13.84,Photovoltaic
2026-06-15 09:45:00,8.98,Self-consumption
2026-06-15 09:45:00,4.52,Hydro
2026-06-15 09:30:00,7.16,Thermal
2026-06-15 09:30:00,2.28,Wind
2026-06-15 09:30:00,0.6,Geothermal
2026-06-15 09:30:00,13.08,Photovoltaic
2026-06-15 09:30:00,8.8,Self-consumption
2026-06-15 09:30:00,4.68,Hydro
2026-06-15 09:15:00,8.488,Self-consumption
2026-06-15 09:15:00,12.2,Photovoltaic
2026-06-15 09:15:00,0.6,Geothermal
2026-06-15 09:15:00,2.32,Wind
2026-06-15 09:15:00,7.44,Thermal
2026-06-15 09:15:00,4.88,Hydro
2026-06-15 09:00:00,8.052,Self-consumption
2026-06-15 09:00:00,11.4,Photovoltaic
2026-06-15 09:00:00,0.6,Geothermal
2026-06-15 09:00:00,2.36,Wind
2026-06-15 09:00:00,7.92,Thermal
2026-06-15 09:00:00,5.08,Hydro
2026-06-15 08:45:00,8.44,Thermal
2026-06-15 08:45:00,2.36,Wind
2026-06-15 08:45:00,0.6,Geothermal
2026-06-15 08:45:00,10.6,Photovoltaic
2026-06-15 08:45:00,7.564,Self-consumption
2026-06-15 08:45:00,6.16,Hydro
2026-06-15 08:30:00,9.56,Photovoltaic
2026-06-15 08:30:00,7.204,Self-consumption
2026-06-15 08:30:00,6.36,Hydro
2026-06-15 08:30:00,8.68,Thermal
2026-06-15 08:30:00,2.44,Wind
2026-06-15 08:30:00,0.6,Geothermal
2026-06-15 08:15:00,6.792,Self-consumption
2026-06-15 08:15:00,8.48,Photovoltaic
2026-06-15 08:15:00,0.6,Geothermal
2026-06-15 08:15:00,2.44,Wind
2026-06-15 08:15:00,8.92,Thermal
2026-06-15 08:15:00,6.44,Hydro
2026-06-15 08:00:00,6.232,Self-consumption
2026-06-15 08:00:00,7.36,Photovoltaic
2026-06-15 08:00:00,0.6,Geothermal
2026-06-15 08:00:00,2.44,Wind
2026-06-15 08:00:00,8.68,Thermal
2026-06-15 08:00:00,6.76,Hydro
2026-06-15 07:45:00,8.32,Thermal
2026-06-15 07:45:00,2.44,Wind
2026-06-15 07:45:00,0.6,Geothermal
2026-06-15 07:45:00,6.32,Photovoltaic
2026-06-15 07:45:00,5.612,Self-consumption
2026-06-15 07:45:00,7.36,Hydro
2026-06-15 07:30:00,8.28,Thermal
2026-06-15 07:30:00,2.64,Wind
2026-06-15 07:30:00,0.6,Geothermal
2026-06-15 07:30:00,5.24,Photovoltaic
2026-06-15 07:30:00,5.02,Self-consumption
2026-06-15 07:30:00,7.4,Hydro
2026-06-15 07:15:00,4.552,Self-consumption
2026-06-15 07:15:00,4.16,Photovoltaic
2026-06-15 07:15:00,0.6,Geothermal
2026-06-15 07:15:00,2.92,Wind
2026-06-15 07:15:00,8.4,Thermal
2026-06-15 07:15:00,7.52,Hydro
2026-06-15 07:00:00,3.984,Self-consumption
2026-06-15 07:00:00,3.12,Photovoltaic
2026-06-15 07:00:00,0.6,Geothermal
2026-06-15 07:00:00,3.04,Wind
2026-06-15 07:00:00,8.4,Thermal
2026-06-15 07:00:00,7.44,Hydro
2026-06-15 06:45:00,8.88,Thermal
2026-06-15 06:45:00,3.16,Wind
2026-06-15 06:45:00,0.6,Geothermal
2026-06-15 06:45:00,2.24,Photovoltaic
2026-06-15 06:45:00,3.628,Self-consumption
2026-06-15 06:45:00,7.2,Hydro
2026-06-15 06:30:00,9.08,Thermal
2026-06-15 06:30:00,3.28,Wind
2026-06-15 06:30:00,0.6,Geothermal
2026-06-15 06:30:00,1.52,Photovoltaic
2026-06-15 06:30:00,3.296,Self-consumption
2026-06-15 06:30:00,7.0,Hydro
2026-06-15 06:15:00,2.884,Self-consumption
2026-06-15 06:15:00,1.0,Photovoltaic
2026-06-15 06:15:00,0.6,Geothermal
2026-06-15 06:15:00,3.28,Wind
2026-06-15 06:15:00,9.08,Thermal
2026-06-15 06:15:00,6.96,Hydro
2026-06-15 06:00:00,2.22,Self-consumption
2026-06-15 06:00:00,0.56,Photovoltaic
2026-06-15 06:00:00,0.6,Geothermal
2026-06-15 06:00:00,3.32,Wind
2026-06-15 06:00:00,8.52,Thermal
2026-06-15 06:00:00,6.4,Hydro
2026-06-15 05:45:00,8.2,Thermal
2026-06-15 05:45:00,5.6,Hydro
2026-06-15 05:45:00,0.6,Geothermal
2026-06-15 05:45:00,0.2,Photovoltaic
2026-06-15 05:45:00,1.896,Self-consumption
2026-06-15 05:45:00,3.4,Wind
2026-06-15 05:30:00,5.48,Hydro
2026-06-15 05:30:00,1.732,Self-consumption
2026-06-15 05:30:00,0.04,Photovoltaic
2026-06-15 05:30:00,0.6,Geothermal
2026-06-15 05:30:00,8.16,Thermal
2026-06-15 05:30:00,3.56,Wind
2026-06-15 05:15:00,5.36,Hydro
2026-06-15 05:15:00,1.616,Self-consumption
2026-06-15 05:15:00,3.6,Wind
2026-06-15 05:15:00,0.6,Geothermal
2026-06-15 05:15:00,0.0,Photovoltaic
2026-06-15 05:15:00,8.12,Thermal
2026-06-15 05:00:00,0.6,Geothermal
2026-06-15 05:00:00,0.0,Photovoltaic
2026-06-15 05:00:00,1.676,Self-consumption
2026-06-15 05:00:00,5.32,Hydro
2026-06-15 05:00:00,3.6,Wind
2026-06-15 05:00:00,8.12,Thermal
2026-06-15 04:45:00,8.2,Thermal
2026-06-15 04:45:00,3.6,Wind
2026-06-15 04:45:00,0.6,Geothermal
2026-06-15 04:45:00,0.0,Photovoltaic
2026-06-15 04:45:00,1.772,Self-consumption
2026-06-15 04:45:00,4.76,Hydro
2026-06-15 04:30:00,0.0,Photovoltaic
2026-06-15 04:30:00,1.672,Self-consumption
2026-06-15 04:30:00,4.76,Hydro
2026-06-15 04:30:00,7.92,Thermal
2026-06-15 04:30:00,3.8,Wind
2026-06-15 04:30:00,0.6,Geothermal
2026-06-15 04:15:00,1.696,Self-consumption
2026-06-15 04:15:00,0.0,Photovoltaic
2026-06-15 04:15:00,0.6,Geothermal
2026-06-15 04:15:00,4.0,Wind
2026-06-15 04:15:00,7.8,Thermal
2026-06-15 04:15:00,4.76,Hydro
2026-06-15 04:00:00,1.632,Self-consumption
2026-06-15 04:00:00,0.0,Photovoltaic
2026-06-15 04:00:00,0.6,Geothermal
2026-06-15 04:00:00,4.12,Wind
2026-06-15 04:00:00,7.84,Thermal
2026-06-15 04:00:00,4.76,Hydro
2026-06-15 03:45:00,0.6,Geothermal
2026-06-15 03:45:00,4.28,Wind
2026-06-15 03:45:00,7.76,Thermal
2026-06-15 03:45:00,4.44,Hydro
2026-06-15 03:45:00,1.472,Self-consumption
2026-06-15 03:45:00,0.0,Photovoltaic
2026-06-15 03:30:00,4.44,Hydro
2026-06-15 03:30:00,1.444,Self-consumption
2026-06-15 03:30:00,0.6,Geothermal
2026-06-15 03:30:00,4.44,Wind
2026-06-15 03:30:00,7.64,Thermal
2026-06-15 03:30:00,0.0,Photovoltaic
2026-06-15 03:15:00,0.0,Photovoltaic
2026-06-15 03:15:00,1.44,Self-consumption
2026-06-15 03:15:00,4.44,Hydro
2026-06-15 03:15:00,0.6,Geothermal
2026-06-15 03:15:00,4.48,Wind
2026-06-15 03:15:00,7.36,Thermal
2026-06-15 03:00:00,1.384,Self-consumption
2026-06-15 03:00:00,4.44,Hydro
2026-06-15 03:00:00,0.0,Photovoltaic
2026-06-15 03:00:00,0.6,Geothermal
2026-06-15 03:00:00,4.56,Wind
2026-06-15 03:00:00,7.24,Thermal
2026-06-15 02:45:00,7.0,Thermal
2026-06-15 02:45:00,4.56,Wind
2026-06-15 02:45:00,0.6,Geothermal
2026-06-15 02:45:00,0.0,Photovoltaic
2026-06-15 02:45:00,1.324,Self-consumption
2026-06-15 02:45:00,4.48,Hydro
2026-06-15 02:30:00,7.04,Thermal
2026-06-15 02:30:00,4.48,Wind
2026-06-15 02:30:00,0.6,Geothermal
2026-06-15 02:30:00,0.0,Photovoltaic
2026-06-15 02:30:00,1.212,Self-consumption
2026-06-15 02:30:00,4.48,Hydro
2026-06-15 02:15:00,1.212,Self-consumption
2026-06-15 02:15:00,0.0,Photovoltaic
2026-06-15 02:15:00,0.6,Geothermal
2026-06-15 02:15:00,4.4,Wind
2026-06-15 02:15:00,7.16,Thermal
