datetime,macroarea,macrouser,plant_type,prevailing_fuel,forecast_capacity_mw
2026-06-12 01:00:00,Sud_Isole,ENEL,ALTRO,ALTRO,815.53
2026-06-12 01:00:00,Nord,ENEL,IDROELETTRICO,ALTRO,4378.24
2026-06-12 01:00:00,Sud_Isole,EDF,ALTRO,ALTRO,130.4
2026-06-12 01:00:00,Nord,EP,TERMICO CICLO COMBINATO,GAS NATURALE,2650.372733
2026-06-12 01:00:00,Sud_Isole,A2A,IDROELETTRICO,ALTRO,395.0
2026-06-12 01:00:00,Sud_Isole,ALTRO,TERMICO CICLO COMBINATO,ALTRO,598.993695
2026-06-12 01:00:00,Sud_Isole,A2A,TERMICO CICLO COMBINATO,GAS NATURALE,654.28874
2026-06-12 01:00:00,Sud_Isole,EP,TERMICO TURBOGAS,GAS NATURALE,198.319444
2026-06-12 01:00:00,Sud_Isole,ALTRO,TERMICO TRADIZIONALE,CARBONE,529.211066
2026-06-12 01:00:00,Sud_Isole,ALTRO,ALTRO,ALTRO,264.0
2026-06-12 01:00:00,Nord,A2A,TERMICO TRADIZIONALE,GAS NATURALE,110.0
2026-06-12 01:00:00,Sud_Isole,ENEL,TERMICO CICLO COMBINATO,GAS NATURALE,1237.325942
2026-06-12 01:00:00,Nord,ALTRO,IDROELETTRICO,ALTRO,1606.0
2026-06-12 01:00:00,Nord,A2A,TERMICO CICLO COMBINATO,GAS NATURALE,2897.825429
2026-06-12 01:00:00,Nord,ALTRO,TERMICO CICLO COMBINATO,GAS NATURALE,5080.083189
2026-06-12 01:00:00,Sud_Isole,EDF,TERMICO CICLO COMBINATO,GAS NATURALE,2148.043079
2026-06-12 01:00:00,Sud_Isole,ENEL,IDROELETTRICO,ALTRO,2574.825
2026-06-12 00:00:00,Sud_Isole,EDF,TERMICO CICLO COMBINATO,GAS NATURALE,2148.043079
2026-06-12 00:00:00,Nord,ENEL,IDROELETTRICO,ALTRO,4378.24
2026-06-12 00:00:00,Sud_Isole,ALTRO,ALTRO,ALTRO,264.0
2026-06-12 00:00:00,Sud_Isole,EDF,ALTRO,ALTRO,130.4
2026-06-12 00:00:00,Sud_Isole,ALTRO,TERMICO TURBOGAS,GAS NATURALE,0.0
2026-06-12 00:00:00,Nord,ALTRO,IDROELETTRICO,ALTRO,1606.0
2026-06-12 00:00:00,Sud_Isole,ENEL,TERMICO TURBOGAS,GAS NATURALE,634.0
2026-06-12 00:00:00,Sud_Isole,A2A,TERMICO CICLO COMBINATO,GAS NATURALE,654.28874
2026-06-12 00:00:00,Sud_Isole,ENEL,ALTRO,ALTRO,815.53
2026-06-12 00:00:00,Sud_Isole,A2A,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,639.055602
2026-06-12 00:00:00,Sud_Isole,ALTRO,TERMICO CICLO COMBINATO,ALTRO,598.993695
2026-06-12 00:00:00,Nord,ENEL,TERMICO CICLO COMBINATO,GAS NATURALE,2625.448052
2026-06-12 00:00:00,Nord,EP,TERMICO CICLO COMBINATO,GAS NATURALE,2820.711196
2026-06-12 00:00:00,Sud_Isole,ALTRO,TERMICO CICLO COMBINATO,GAS NATURALE,6412.901104
2026-06-12 00:00:00,Nord,ENEL,ALTRO,ALTRO,394.0
2026-06-12 00:00:00,Nord,A2A,TERMICO TRADIZIONALE,GAS NATURALE,110.0
2026-06-12 00:00:00,Sud_Isole,EDF,TERMICO CICLO COMBINATO,ALTRO,754.97
2026-06-12 00:00:00,Sud_Isole,ENEL,TERMICO TURBOGAS,ALTRO,591.0
2026-06-12 00:00:00,Sud_Isole,A2A,IDROELETTRICO,ALTRO,395.0
2026-06-12 00:00:00,Sud_Isole,EP,TERMICO TURBOGAS,GAS NATURALE,198.319444
2026-06-12 00:00:00,Sud_Isole,EP,TERMICO CICLO COMBINATO,GAS NATURALE,691.560689
2026-06-12 00:00:00,Sud_Isole,ALTRO,TERMICO TRADIZIONALE,CARBONE,529.211066
2026-06-12 00:00:00,Nord,A2A,IDROELETTRICO,ALTRO,1234.14
2026-06-12 00:00:00,Sud_Isole,ENEL,IDROELETTRICO,ALTRO,2574.825
2026-06-12 00:00:00,Sud_Isole,ENEL,TERMICO TRADIZIONALE,CARBONE,432.6
2026-06-12 00:00:00,Nord,A2A,TERMICO CICLO COMBINATO,GAS NATURALE,2897.825429
2026-06-12 00:00:00,Nord,EDF,TERMICO CICLO COMBINATO,GAS NATURALE,979.164756
2026-06-12 00:00:00,Nord,ALTRO,TERMICO CICLO COMBINATO,GAS NATURALE,5080.083189
2026-06-12 00:00:00,Nord,EDF,IDROELETTRICO,ALTRO,457.1
2026-06-12 00:00:00,Sud_Isole,ENEL,TERMICO CICLO COMBINATO,GAS NATURALE,1237.325942
2026-06-11 23:00:00,Nord,EDF,IDROELETTRICO,ALTRO,457.1
2026-06-11 23:00:00,Sud_Isole,A2A,IDROELETTRICO,ALTRO,395.0
2026-06-11 23:00:00,Nord,A2A,TERMICO TRADIZIONALE,GAS NATURALE,110.0
2026-06-11 23:00:00,Nord,ENEL,ALTRO,ALTRO,394.0
2026-06-11 23:00:00,Sud_Isole,ALTRO,TERMICO CICLO COMBINATO,ALTRO,598.993695
2026-06-11 23:00:00,Nord,ENEL,TERMICO CICLO COMBINATO,GAS NATURALE,2625.448052
2026-06-11 23:00:00,Nord,EDF,TERMICO CICLO COMBINATO,GAS NATURALE,979.164756
2026-06-11 23:00:00,Sud_Isole,ENEL,ALTRO,ALTRO,815.53
2026-06-11 23:00:00,Sud_Isole,ENEL,IDROELETTRICO,ALTRO,2574.825
2026-06-11 23:00:00,Sud_Isole,EDF,TERMICO CICLO COMBINATO,GAS NATURALE,2148.043079
2026-06-11 23:00:00,Nord,ALTRO,IDROELETTRICO,ALTRO,1591.0
2026-06-11 23:00:00,Nord,ENEL,IDROELETTRICO,ALTRO,4378.24
2026-06-11 23:00:00,Sud_Isole,ENEL,TERMICO TRADIZIONALE,CARBONE,432.6
2026-06-11 23:00:00,Sud_Isole,ENEL,TERMICO TURBOGAS,ALTRO,591.0
2026-06-11 23:00:00,Nord,ALTRO,TERMICO CICLO COMBINATO,GAS NATURALE,5080.083189
2026-06-11 23:00:00,Sud_Isole,ENEL,TERMICO CICLO COMBINATO,GAS NATURALE,1217.64876
2026-06-11 23:00:00,Sud_Isole,ENEL,TERMICO TURBOGAS,GAS NATURALE,634.0
2026-06-11 23:00:00,Sud_Isole,EP,TERMICO TURBOGAS,GAS NATURALE,198.319444
2026-06-11 23:00:00,Sud_Isole,ALTRO,TERMICO CICLO COMBINATO,GAS NATURALE,6412.901104
2026-06-11 23:00:00,Nord,EP,TERMICO CICLO COMBINATO,GAS NATURALE,2820.711196
2026-06-11 23:00:00,Nord,A2A,TERMICO CICLO COMBINATO,GAS NATURALE,2897.825429
2026-06-11 23:00:00,Sud_Isole,EDF,TERMICO CICLO COMBINATO,ALTRO,754.97
2026-06-11 23:00:00,Nord,A2A,IDROELETTRICO,ALTRO,1234.14
2026-06-11 23:00:00,Sud_Isole,ALTRO,TERMICO TURBOGAS,GAS NATURALE,0.0
2026-06-11 23:00:00,Sud_Isole,ALTRO,ALTRO,ALTRO,602.3
2026-06-11 23:00:00,Sud_Isole,EP,TERMICO CICLO COMBINATO,GAS NATURALE,691.560689
2026-06-11 23:00:00,Sud_Isole,ALTRO,TERMICO TRADIZIONALE,CARBONE,529.211066
2026-06-11 23:00:00,Sud_Isole,A2A,TERMICO CICLO COMBINATO,GAS NATURALE,654.28874
2026-06-11 23:00:00,Sud_Isole,A2A,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,639.055602
2026-06-11 23:00:00,Sud_Isole,EDF,ALTRO,ALTRO,130.4
2026-06-11 22:00:00,Sud_Isole,ALTRO,ALTRO,ALTRO,602.3
2026-06-11 22:00:00,Nord,ENEL,ALTRO,ALTRO,394.0
2026-06-11 22:00:00,Sud_Isole,A2A,IDROELETTRICO,ALTRO,395.0
2026-06-11 22:00:00,Sud_Isole,ENEL,TERMICO CICLO COMBINATO,GAS NATURALE,1217.64876
2026-06-11 22:00:00,Sud_Isole,A2A,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,639.055602
2026-06-11 22:00:00,Sud_Isole,ALTRO,TERMICO TRADIZIONALE,CARBONE,529.211066
2026-06-11 22:00:00,Nord,EDF,IDROELETTRICO,ALTRO,457.1
2026-06-11 22:00:00,Sud_Isole,ALTRO,TERMICO TURBOGAS,GAS NATURALE,0.0
2026-06-11 22:00:00,Sud_Isole,ENEL,ALTRO,ALTRO,815.53
2026-06-11 22:00:00,Nord,ALTRO,TERMICO CICLO COMBINATO,GAS NATURALE,5080.083189
2026-06-11 22:00:00,Sud_Isole,EDF,TERMICO CICLO COMBINATO,GAS NATURALE,2148.043079
2026-06-11 22:00:00,Nord,EDF,TERMICO CICLO COMBINATO,GAS NATURALE,979.164756
2026-06-11 22:00:00,Sud_Isole,ENEL,TERMICO TRADIZIONALE,CARBONE,432.6
2026-06-11 22:00:00,Sud_Isole,ALTRO,TERMICO CICLO COMBINATO,GAS NATURALE,6412.901104
2026-06-11 22:00:00,Sud_Isole,EDF,TERMICO CICLO COMBINATO,ALTRO,754.97
2026-06-11 22:00:00,Sud_Isole,ENEL,IDROELETTRICO,ALTRO,2574.825
2026-06-11 22:00:00,Nord,ALTRO,IDROELETTRICO,ALTRO,1591.0
2026-06-11 22:00:00,Sud_Isole,EP,TERMICO TURBOGAS,GAS NATURALE,198.319444
2026-06-11 22:00:00,Sud_Isole,EDF,ALTRO,ALTRO,130.4
2026-06-11 22:00:00,Sud_Isole,ENEL,TERMICO TURBOGAS,GAS NATURALE,634.0
2026-06-11 22:00:00,Nord,A2A,TERMICO CICLO COMBINATO,GAS NATURALE,2897.825429
2026-06-11 22:00:00,Nord,ENEL,TERMICO CICLO COMBINATO,GAS NATURALE,2625.448052
2026-06-11 22:00:00,Sud_Isole,A2A,TERMICO CICLO COMBINATO,GAS NATURALE,654.28874
2026-06-11 22:00:00,Nord,ENEL,IDROELETTRICO,ALTRO,4378.24
2026-06-11 22:00:00,Sud_Isole,ALTRO,TERMICO CICLO COMBINATO,ALTRO,598.993695
2026-06-11 22:00:00,Nord,A2A,TERMICO TRADIZIONALE,GAS NATURALE,110.0
2026-06-11 22:00:00,Nord,A2A,IDROELETTRICO,ALTRO,1234.14
2026-06-11 22:00:00,Sud_Isole,EP,TERMICO CICLO COMBINATO,GAS NATURALE,691.560689
2026-06-11 22:00:00,Sud_Isole,ENEL,TERMICO TURBOGAS,ALTRO,591.0
2026-06-11 22:00:00,Nord,EP,TERMICO CICLO COMBINATO,GAS NATURALE,2820.711196
2026-06-11 21:00:00,Sud_Isole,EDF,TERMICO CICLO COMBINATO,ALTRO,754.97
2026-06-11 21:00:00,Sud_Isole,A2A,TERMICO CICLO COMBINATO,GAS NATURALE,661.813569
2026-06-11 21:00:00,Sud_Isole,A2A,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,629.930162
2026-06-11 21:00:00,Nord,ENEL,IDROELETTRICO,ALTRO,4378.24
2026-06-11 21:00:00,Sud_Isole,ALTRO,TERMICO CICLO COMBINATO,GAS NATURALE,6255.482825
2026-06-11 21:00:00,Nord,ALTRO,IDROELETTRICO,ALTRO,1591.0
2026-06-11 21:00:00,Sud_Isole,ENEL,ALTRO,ALTRO,815.53
2026-06-11 21:00:00,Sud_Isole,ALTRO,TERMICO TURBOGAS,GAS NATURALE,0.0
2026-06-11 21:00:00,Sud_Isole,ENEL,TERMICO TRADIZIONALE,CARBONE,432.6
2026-06-11 21:00:00,Sud_Isole,EDF,TERMICO CICLO COMBINATO,GAS NATURALE,2062.031527
2026-06-11 21:00:00,Nord,ALTRO,TERMICO CICLO COMBINATO,GAS NATURALE,4940.333824
2026-06-11 21:00:00,Sud_Isole,EP,TERMICO TURBOGAS,GAS NATURALE,194.286433
2026-06-11 21:00:00,Nord,EDF,IDROELETTRICO,ALTRO,457.1
2026-06-11 21:00:00,Sud_Isole,ALTRO,ALTRO,ALTRO,602.3
2026-06-11 21:00:00,Sud_Isole,EP,TERMICO CICLO COMBINATO,GAS NATURALE,679.513022
2026-06-11 21:00:00,Sud_Isole,ENEL,TERMICO TURBOGAS,ALTRO,591.0
2026-06-11 21:00:00,Sud_Isole,EDF,ALTRO,ALTRO,130.4
2026-06-11 21:00:00,Nord,EP,TERMICO CICLO COMBINATO,GAS NATURALE,2778.615146
2026-06-11 21:00:00,Nord,A2A,TERMICO TRADIZIONALE,GAS NATURALE,110.0
2026-06-11 21:00:00,Sud_Isole,ALTRO,TERMICO TRADIZIONALE,CARBONE,528.60507
2026-06-11 21:00:00,Nord,A2A,IDROELETTRICO,ALTRO,1234.14
2026-06-11 21:00:00,Sud_Isole,ENEL,TERMICO CICLO COMBINATO,GAS NATURALE,1213.847313
2026-06-11 21:00:00,Nord,A2A,TERMICO CICLO COMBINATO,GAS NATURALE,2934.807313
2026-06-11 21:00:00,Sud_Isole,ENEL,TERMICO TURBOGAS,GAS NATURALE,634.0
2026-06-11 21:00:00,Nord,EDF,TERMICO CICLO COMBINATO,GAS NATURALE,973.92841
2026-06-11 21:00:00,Sud_Isole,ENEL,IDROELETTRICO,ALTRO,2574.825
2026-06-11 21:00:00,Nord,ENEL,ALTRO,ALTRO,394.0
2026-06-11 21:00:00,Nord,ENEL,TERMICO CICLO COMBINATO,GAS NATURALE,2616.097582
2026-06-11 21:00:00,Sud_Isole,ALTRO,TERMICO CICLO COMBINATO,ALTRO,587.146183
2026-06-11 21:00:00,Sud_Isole,A2A,IDROELETTRICO,ALTRO,395.0
2026-06-11 20:00:00,Nord,ENEL,ALTRO,ALTRO,394.0
2026-06-11 20:00:00,Nord,ALTRO,IDROELETTRICO,ALTRO,1591.0
2026-06-11 20:00:00,Nord,ENEL,IDROELETTRICO,ALTRO,4378.24
2026-06-11 20:00:00,Nord,ALTRO,TERMICO CICLO COMBINATO,GAS NATURALE,4940.333824
2026-06-11 20:00:00,Sud_Isole,EP,TERMICO TURBOGAS,GAS NATURALE,194.286433
2026-06-11 20:00:00,Nord,ENEL,TERMICO CICLO COMBINATO,GAS NATURALE,2616.097582
2026-06-11 20:00:00,Nord,EP,TERMICO CICLO COMBINATO,GAS NATURALE,2778.615146
2026-06-11 20:00:00,Sud_Isole,ENEL,TERMICO CICLO COMBINATO,GAS NATURALE,1213.847313
2026-06-11 20:00:00,Sud_Isole,ENEL,TERMICO TURBOGAS,ALTRO,591.0
2026-06-11 20:00:00,Sud_Isole,A2A,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,629.930162
2026-06-11 20:00:00,Nord,EDF,IDROELETTRICO,ALTRO,457.1
2026-06-11 20:00:00,Sud_Isole,ENEL,ALTRO,ALTRO,815.53
2026-06-11 20:00:00,Sud_Isole,A2A,IDROELETTRICO,ALTRO,395.0
2026-06-11 20:00:00,Sud_Isole,ALTRO,TERMICO TURBOGAS,GAS NATURALE,0.0
2026-06-11 20:00:00,Sud_Isole,ENEL,IDROELETTRICO,ALTRO,2574.825
2026-06-11 20:00:00,Sud_Isole,ALTRO,TERMICO TRADIZIONALE,CARBONE,528.60507
2026-06-11 20:00:00,Sud_Isole,EDF,TERMICO CICLO COMBINATO,GAS NATURALE,2062.031527
2026-06-11 20:00:00,Nord,A2A,TERMICO TRADIZIONALE,GAS NATURALE,110.0
2026-06-11 20:00:00,Sud_Isole,ENEL,TERMICO TRADIZIONALE,CARBONE,432.6
2026-06-11 20:00:00,Sud_Isole,ALTRO,TERMICO CICLO COMBINATO,ALTRO,587.146183
2026-06-11 20:00:00,Sud_Isole,EDF,ALTRO,ALTRO,130.4
2026-06-11 20:00:00,Sud_Isole,ENEL,TERMICO TURBOGAS,GAS NATURALE,634.0
2026-06-11 20:00:00,Nord,A2A,IDROELETTRICO,ALTRO,1234.14
2026-06-11 20:00:00,Sud_Isole,EDF,TERMICO CICLO COMBINATO,ALTRO,754.97
2026-06-11 20:00:00,Nord,EDF,TERMICO CICLO COMBINATO,GAS NATURALE,973.92841
2026-06-11 20:00:00,Sud_Isole,ALTRO,ALTRO,ALTRO,602.3
2026-06-11 20:00:00,Sud_Isole,EP,TERMICO CICLO COMBINATO,GAS NATURALE,679.513022
2026-06-11 20:00:00,Nord,A2A,TERMICO CICLO COMBINATO,GAS NATURALE,2934.807313
2026-06-11 20:00:00,Sud_Isole,ALTRO,TERMICO CICLO COMBINATO,GAS NATURALE,6255.482825
2026-06-11 20:00:00,Sud_Isole,A2A,TERMICO CICLO COMBINATO,GAS NATURALE,661.813569
2026-06-11 19:00:00,Nord,A2A,TERMICO CICLO COMBINATO,GAS NATURALE,2934.807313
2026-06-11 19:00:00,Sud_Isole,ALTRO,TERMICO CICLO COMBINATO,ALTRO,587.146183
2026-06-11 19:00:00,Sud_Isole,A2A,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,629.930162
2026-06-11 19:00:00,Nord,EDF,IDROELETTRICO,ALTRO,457.1
2026-06-11 19:00:00,Nord,ENEL,IDROELETTRICO,ALTRO,4292.24
2026-06-11 19:00:00,Nord,ENEL,ALTRO,ALTRO,394.0
2026-06-11 19:00:00,Sud_Isole,ALTRO,TERMICO CICLO COMBINATO,GAS NATURALE,6255.482825
2026-06-11 19:00:00,Sud_Isole,ENEL,TERMICO TURBOGAS,ALTRO,591.0
2026-06-11 19:00:00,Sud_Isole,A2A,IDROELETTRICO,ALTRO,395.0
2026-06-11 19:00:00,Nord,ALTRO,IDROELETTRICO,ALTRO,1591.0
2026-06-11 19:00:00,Sud_Isole,ENEL,TERMICO TURBOGAS,GAS NATURALE,634.0
2026-06-11 19:00:00,Sud_Isole,EP,TERMICO TURBOGAS,GAS NATURALE,194.286433
2026-06-11 19:00:00,Nord,ALTRO,TERMICO CICLO COMBINATO,GAS NATURALE,4940.333824
2026-06-11 19:00:00,Sud_Isole,ENEL,TERMICO CICLO COMBINATO,GAS NATURALE,1213.847313
2026-06-11 19:00:00,Nord,A2A,TERMICO TRADIZIONALE,GAS NATURALE,110.0
2026-06-11 19:00:00,Nord,A2A,IDROELETTRICO,ALTRO,1234.14
2026-06-11 19:00:00,Sud_Isole,EDF,TERMICO CICLO COMBINATO,GAS NATURALE,2062.031527
2026-06-11 19:00:00,Sud_Isole,ENEL,TERMICO TRADIZIONALE,CARBONE,432.6
2026-06-11 19:00:00,Sud_Isole,EP,TERMICO CICLO COMBINATO,GAS NATURALE,679.513022
2026-06-11 19:00:00,Sud_Isole,ALTRO,TERMICO TRADIZIONALE,CARBONE,528.60507
2026-06-11 19:00:00,Sud_Isole,ENEL,ALTRO,ALTRO,815.53
2026-06-11 19:00:00,Sud_Isole,EDF,TERMICO CICLO COMBINATO,ALTRO,754.97
2026-06-11 19:00:00,Sud_Isole,A2A,TERMICO CICLO COMBINATO,GAS NATURALE,661.813569
2026-06-11 19:00:00,Sud_Isole,ENEL,IDROELETTRICO,ALTRO,2574.825
2026-06-11 19:00:00,Nord,ENEL,TERMICO CICLO COMBINATO,GAS NATURALE,2616.097582
2026-06-11 19:00:00,Sud_Isole,ALTRO,TERMICO TURBOGAS,GAS NATURALE,0.0
2026-06-11 19:00:00,Nord,EP,TERMICO CICLO COMBINATO,GAS NATURALE,2778.615146
2026-06-11 19:00:00,Sud_Isole,ALTRO,ALTRO,ALTRO,602.3
2026-06-11 19:00:00,Sud_Isole,EDF,ALTRO,ALTRO,130.4
2026-06-11 19:00:00,Nord,EDF,TERMICO CICLO COMBINATO,GAS NATURALE,973.92841
2026-06-11 18:00:00,Sud_Isole,EDF,TERMICO CICLO COMBINATO,GAS NATURALE,2062.031527
2026-06-11 18:00:00,Sud_Isole,ALTRO,ALTRO,ALTRO,602.3
2026-06-11 18:00:00,Sud_Isole,ALTRO,TERMICO TRADIZIONALE,CARBONE,528.60507
2026-06-11 18:00:00,Nord,A2A,IDROELETTRICO,ALTRO,1234.14
2026-06-11 18:00:00,Sud_Isole,ENEL,TERMICO TRADIZIONALE,CARBONE,432.6
2026-06-11 18:00:00,Sud_Isole,ENEL,TERMICO CICLO COMBINATO,GAS NATURALE,1213.847313
2026-06-11 18:00:00,Sud_Isole,A2A,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,629.930162
2026-06-11 18:00:00,Sud_Isole,EP,TERMICO CICLO COMBINATO,GAS NATURALE,679.513022
2026-06-11 18:00:00,Nord,EDF,TERMICO CICLO COMBINATO,GAS NATURALE,973.92841
2026-06-11 18:00:00,Sud_Isole,ENEL,TERMICO TURBOGAS,GAS NATURALE,634.0
2026-06-11 18:00:00,Sud_Isole,EP,TERMICO TURBOGAS,GAS NATURALE,194.286433
2026-06-11 18:00:00,Nord,ALTRO,IDROELETTRICO,ALTRO,1591.0
2026-06-11 18:00:00,Sud_Isole,ALTRO,TERMICO CICLO COMBINATO,GAS NATURALE,6255.482825
2026-06-11 18:00:00,Sud_Isole,ENEL,IDROELETTRICO,ALTRO,2574.825
2026-06-11 18:00:00,Nord,ENEL,IDROELETTRICO,ALTRO,4292.24
2026-06-11 18:00:00,Sud_Isole,ENEL,TERMICO TURBOGAS,ALTRO,591.0
2026-06-11 18:00:00,Nord,ALTRO,TERMICO CICLO COMBINATO,GAS NATURALE,4940.333824
2026-06-11 18:00:00,Sud_Isole,A2A,IDROELETTRICO,ALTRO,395.0
2026-06-11 18:00:00,Nord,EDF,IDROELETTRICO,ALTRO,457.1
2026-06-11 18:00:00,Sud_Isole,A2A,TERMICO CICLO COMBINATO,GAS NATURALE,661.813569
2026-06-11 18:00:00,Sud_Isole,ALTRO,TERMICO TURBOGAS,GAS NATURALE,0.0
2026-06-11 18:00:00,Nord,A2A,TERMICO TRADIZIONALE,GAS NATURALE,110.0
2026-06-11 18:00:00,Sud_Isole,EDF,TERMICO CICLO COMBINATO,ALTRO,754.97
2026-06-11 18:00:00,Nord,ENEL,TERMICO CICLO COMBINATO,GAS NATURALE,2616.097582
2026-06-11 18:00:00,Sud_Isole,ENEL,ALTRO,ALTRO,815.53
2026-06-11 18:00:00,Sud_Isole,EDF,ALTRO,ALTRO,130.4
2026-06-11 18:00:00,Nord,A2A,TERMICO CICLO COMBINATO,GAS NATURALE,2934.807313
2026-06-11 18:00:00,Nord,ENEL,ALTRO,ALTRO,394.0
2026-06-11 18:00:00,Sud_Isole,ALTRO,TERMICO CICLO COMBINATO,ALTRO,587.146183
2026-06-11 18:00:00,Nord,EP,TERMICO CICLO COMBINATO,GAS NATURALE,2778.615146
2026-06-11 17:00:00,Sud_Isole,ALTRO,TERMICO TRADIZIONALE,CARBONE,528.60507
2026-06-11 17:00:00,Sud_Isole,ENEL,TERMICO TRADIZIONALE,CARBONE,432.6
2026-06-11 17:00:00,Sud_Isole,ALTRO,TERMICO CICLO COMBINATO,ALTRO,587.146183
2026-06-11 17:00:00,Sud_Isole,ALTRO,TERMICO TURBOGAS,GAS NATURALE,0.0
2026-06-11 17:00:00,Sud_Isole,A2A,TERMICO CICLO COMBINATO,GAS NATURALE,661.813569
2026-06-11 17:00:00,Nord,ENEL,IDROELETTRICO,ALTRO,4292.24
2026-06-11 17:00:00,Sud_Isole,ALTRO,ALTRO,ALTRO,602.3
2026-06-11 17:00:00,Nord,EDF,TERMICO CICLO COMBINATO,GAS NATURALE,973.92841
2026-06-11 17:00:00,Sud_Isole,ALTRO,TERMICO CICLO COMBINATO,GAS NATURALE,6255.482825
2026-06-11 17:00:00,Sud_Isole,ENEL,TERMICO TURBOGAS,GAS NATURALE,634.0
2026-06-11 17:00:00,Nord,A2A,IDROELETTRICO,ALTRO,1234.14
2026-06-11 17:00:00,Nord,A2A,TERMICO CICLO COMBINATO,GAS NATURALE,2934.807313
2026-06-11 17:00:00,Sud_Isole,EDF,TERMICO CICLO COMBINATO,ALTRO,754.97
2026-06-11 17:00:00,Nord,EDF,IDROELETTRICO,ALTRO,457.1
2026-06-11 17:00:00,Nord,ALTRO,IDROELETTRICO,ALTRO,1591.0
2026-06-11 17:00:00,Sud_Isole,ENEL,ALTRO,ALTRO,815.53
2026-06-11 17:00:00,Nord,ALTRO,TERMICO CICLO COMBINATO,GAS NATURALE,4940.333824
2026-06-11 17:00:00,Nord,ENEL,TERMICO CICLO COMBINATO,GAS NATURALE,2616.097582
2026-06-11 17:00:00,Sud_Isole,EDF,TERMICO CICLO COMBINATO,GAS NATURALE,2062.031527
2026-06-11 17:00:00,Sud_Isole,ENEL,IDROELETTRICO,ALTRO,2574.825
2026-06-11 17:00:00,Nord,A2A,TERMICO TRADIZIONALE,GAS NATURALE,110.0
2026-06-11 17:00:00,Sud_Isole,EDF,ALTRO,ALTRO,130.4
2026-06-11 17:00:00,Nord,ENEL,ALTRO,ALTRO,394.0
2026-06-11 17:00:00,Sud_Isole,ENEL,TERMICO CICLO COMBINATO,GAS NATURALE,1213.847313
2026-06-11 17:00:00,Sud_Isole,EP,TERMICO CICLO COMBINATO,GAS NATURALE,679.513022
2026-06-11 17:00:00,Nord,EP,TERMICO CICLO COMBINATO,GAS NATURALE,2778.615146
2026-06-11 17:00:00,Sud_Isole,ENEL,TERMICO TURBOGAS,ALTRO,591.0
2026-06-11 17:00:00,Sud_Isole,A2A,IDROELETTRICO,ALTRO,395.0
2026-06-11 17:00:00,Sud_Isole,EP,TERMICO TURBOGAS,GAS NATURALE,194.286433
2026-06-11 17:00:00,Sud_Isole,A2A,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,629.930162
2026-06-11 16:00:00,Nord,ALTRO,IDROELETTRICO,ALTRO,1591.0
2026-06-11 16:00:00,Sud_Isole,ENEL,ALTRO,ALTRO,815.53
2026-06-11 16:00:00,Sud_Isole,ENEL,TERMICO CICLO COMBINATO,GAS NATURALE,1213.847313
2026-06-11 16:00:00,Sud_Isole,A2A,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,629.930162
2026-06-11 16:00:00,Nord,A2A,TERMICO TRADIZIONALE,GAS NATURALE,110.0
2026-06-11 16:00:00,Sud_Isole,EDF,TERMICO CICLO COMBINATO,GAS NATURALE,2062.031527
2026-06-11 16:00:00,Nord,ENEL,TERMICO CICLO COMBINATO,GAS NATURALE,2616.097582
2026-06-11 16:00:00,Sud_Isole,A2A,TERMICO CICLO COMBINATO,GAS NATURALE,661.813569
2026-06-11 16:00:00,Nord,ENEL,ALTRO,ALTRO,394.0
2026-06-11 16:00:00,Sud_Isole,ENEL,IDROELETTRICO,ALTRO,2574.825
2026-06-11 16:00:00,Nord,A2A,TERMICO CICLO COMBINATO,GAS NATURALE,2934.807313
2026-06-11 16:00:00,Sud_Isole,EP,TERMICO TURBOGAS,GAS NATURALE,194.286433
2026-06-11 16:00:00,Sud_Isole,ALTRO,TERMICO CICLO COMBINATO,GAS NATURALE,6255.482825
2026-06-11 16:00:00,Sud_Isole,ALTRO,TERMICO CICLO COMBINATO,ALTRO,587.146183
2026-06-11 16:00:00,Nord,ALTRO,TERMICO CICLO COMBINATO,GAS NATURALE,4940.333824
2026-06-11 16:00:00,Sud_Isole,ALTRO,TERMICO TRADIZIONALE,CARBONE,528.60507
2026-06-11 16:00:00,Sud_Isole,ALTRO,ALTRO,ALTRO,602.3
2026-06-11 16:00:00,Sud_Isole,ENEL,TERMICO TRADIZIONALE,CARBONE,432.6
2026-06-11 16:00:00,Sud_Isole,EDF,ALTRO,ALTRO,130.4
2026-06-11 16:00:00,Sud_Isole,ENEL,TERMICO TURBOGAS,GAS NATURALE,634.0
2026-06-11 16:00:00,Nord,A2A,IDROELETTRICO,ALTRO,1234.14
2026-06-11 16:00:00,Sud_Isole,A2A,IDROELETTRICO,ALTRO,395.0
2026-06-11 16:00:00,Sud_Isole,ALTRO,TERMICO TURBOGAS,GAS NATURALE,0.0
