datetime,macroarea,plant_type,prevailing_fuel,available_capacity_mw
2026-06-16 19:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,16648.476
2026-06-16 19:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-16 18:00:00,Nord,IDROELETTRICO,ALTRO,4646.7
2026-06-16 18:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,936.0
2026-06-16 18:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,728.001
2026-06-16 18:00:00,Sud_Isole,ALTRO,ALTRO,566.82
2026-06-16 18:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-16 18:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-16 18:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,660.0
2026-06-16 18:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,11561.64
2026-06-16 18:00:00,Sud_Isole,IDROELETTRICO,ALTRO,1965.2
2026-06-16 18:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,15884.801
2026-06-16 18:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-16 18:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-16 17:00:00,Sud_Isole,ALTRO,ALTRO,566.82
2026-06-16 17:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,649.1
2026-06-16 17:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-16 17:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-16 17:00:00,Sud_Isole,IDROELETTRICO,ALTRO,1832.75
2026-06-16 17:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,10830.366
2026-06-16 17:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-16 17:00:00,Nord,IDROELETTRICO,ALTRO,4766.1
2026-06-16 17:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,936.0
2026-06-16 17:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,709.001
2026-06-16 17:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-16 17:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,15570.351
2026-06-16 16:00:00,Sud_Isole,ALTRO,ALTRO,566.82
2026-06-16 16:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-16 16:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,16230.676
2026-06-16 16:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,641.4
2026-06-16 16:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-16 16:00:00,Nord,IDROELETTRICO,ALTRO,4311.5
2026-06-16 16:00:00,Sud_Isole,IDROELETTRICO,ALTRO,1691.4
2026-06-16 16:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,936.0
2026-06-16 16:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,11002.468
2026-06-16 16:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,709.001
2026-06-16 16:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-16 16:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-16 15:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-16 15:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-16 15:00:00,Sud_Isole,IDROELETTRICO,ALTRO,1768.825
2026-06-16 15:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,709.001
2026-06-16 15:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,635.6
2026-06-16 15:00:00,Sud_Isole,ALTRO,ALTRO,566.82
2026-06-16 15:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,936.0
2026-06-16 15:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-16 15:00:00,Nord,IDROELETTRICO,ALTRO,4341.5
2026-06-16 15:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,11617.388
2026-06-16 15:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,16192.101
2026-06-16 15:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-16 14:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,936.0
2026-06-16 14:00:00,Sud_Isole,ALTRO,ALTRO,566.82
2026-06-16 14:00:00,Sud_Isole,IDROELETTRICO,ALTRO,1763.4
2026-06-16 14:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-16 14:00:00,Nord,IDROELETTRICO,ALTRO,4496.1
2026-06-16 14:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-16 14:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,11649.289
2026-06-16 14:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,709.001
2026-06-16 14:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-16 14:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,16236.426
2026-06-16 14:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-16 14:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,638.0
2026-06-16 13:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-16 13:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-16 13:00:00,Nord,IDROELETTRICO,ALTRO,4356.0
2026-06-16 13:00:00,Sud_Isole,IDROELETTRICO,ALTRO,1750.0
2026-06-16 13:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-16 13:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,645.9
2026-06-16 13:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,936.0
2026-06-16 13:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,16455.851
2026-06-16 13:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,11656.629
2026-06-16 13:00:00,Sud_Isole,ALTRO,ALTRO,566.82
2026-06-16 13:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-16 13:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,709.001
2026-06-16 12:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-16 12:00:00,Nord,IDROELETTRICO,ALTRO,4356.0
2026-06-16 12:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,936.0
2026-06-16 12:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,11019.243
2026-06-16 12:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-16 12:00:00,Sud_Isole,ALTRO,ALTRO,566.82
2026-06-16 12:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-16 12:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,709.001
2026-06-16 12:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-16 12:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,647.7
2026-06-16 12:00:00,Sud_Isole,IDROELETTRICO,ALTRO,1747.6
2026-06-16 12:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,16540.901
2026-06-16 11:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,936.0
2026-06-16 11:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,657.2
2026-06-16 11:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-16 11:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-16 11:00:00,Sud_Isole,IDROELETTRICO,ALTRO,1723.625
2026-06-16 11:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-16 11:00:00,Nord,IDROELETTRICO,ALTRO,4356.0
2026-06-16 11:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,727.001
2026-06-16 11:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,11035.386
2026-06-16 11:00:00,Sud_Isole,ALTRO,ALTRO,566.82
2026-06-16 11:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-16 11:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,16562.626
2026-06-16 10:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,936.0
2026-06-16 10:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,671.4
2026-06-16 10:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,729.001
2026-06-16 10:00:00,Nord,IDROELETTRICO,ALTRO,4506.2
2026-06-16 10:00:00,Sud_Isole,ALTRO,ALTRO,566.82
2026-06-16 10:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-16 10:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-16 10:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,16660.926
2026-06-16 10:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-16 10:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-16 10:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,11042.972
2026-06-16 10:00:00,Sud_Isole,IDROELETTRICO,ALTRO,1728.3
2026-06-16 09:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,16753.801
2026-06-16 09:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-16 09:00:00,Sud_Isole,IDROELETTRICO,ALTRO,1827.825
2026-06-16 09:00:00,Sud_Isole,ALTRO,ALTRO,566.82
2026-06-16 09:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-16 09:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-16 09:00:00,Nord,IDROELETTRICO,ALTRO,4682.4
2026-06-16 09:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,685.7
2026-06-16 09:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,730.001
2026-06-16 09:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-16 09:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,11770.4
2026-06-16 09:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,936.0
2026-06-16 08:00:00,Nord,IDROELETTRICO,ALTRO,4707.7
2026-06-16 08:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-16 08:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-16 08:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-16 08:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,732.001
2026-06-16 08:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,11883.7
2026-06-16 08:00:00,Sud_Isole,IDROELETTRICO,ALTRO,1846.35
2026-06-16 08:00:00,Sud_Isole,ALTRO,ALTRO,566.82
2026-06-16 08:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,936.0
2026-06-16 08:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-16 08:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,697.7
2026-06-16 08:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,16829.376
2026-06-16 07:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,733.001
2026-06-16 07:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,11974.5
2026-06-16 07:00:00,Sud_Isole,ALTRO,ALTRO,566.82
2026-06-16 07:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,713.0
2026-06-16 07:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-16 07:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,936.0
2026-06-16 07:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-16 07:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-16 07:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2075.6
2026-06-16 07:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,16955.701
2026-06-16 07:00:00,Nord,IDROELETTRICO,ALTRO,5486.7
2026-06-16 07:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-16 06:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12056.2
2026-06-16 06:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-16 06:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-16 06:00:00,Sud_Isole,ALTRO,ALTRO,566.82
2026-06-16 06:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2075.6
2026-06-16 06:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,717.7
2026-06-16 06:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,17182.901
2026-06-16 06:00:00,Nord,IDROELETTRICO,ALTRO,5426.6
2026-06-16 06:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,936.0
2026-06-16 06:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,733.001
2026-06-16 06:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-16 06:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-16 05:00:00,Sud_Isole,ALTRO,ALTRO,566.82
2026-06-16 05:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2023.6
2026-06-16 05:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-16 05:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-16 05:00:00,Nord,IDROELETTRICO,ALTRO,5361.0
2026-06-16 05:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,936.0
2026-06-16 05:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,717.8
2026-06-16 05:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,17191.276
2026-06-16 05:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,733.001
2026-06-16 05:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12073.9
2026-06-16 05:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-16 05:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-16 04:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,733.001
2026-06-16 04:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-16 04:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,17164.976
2026-06-16 04:00:00,Nord,IDROELETTRICO,ALTRO,5331.0
2026-06-16 04:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,936.0
2026-06-16 04:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,716.1
2026-06-16 04:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-16 04:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12055.4
2026-06-16 04:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2023.6
2026-06-16 04:00:00,Sud_Isole,ALTRO,ALTRO,566.82
2026-06-16 04:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-16 04:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-16 03:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12031.1
2026-06-16 03:00:00,Sud_Isole,IDROELETTRICO,ALTRO,1969.275
2026-06-16 03:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-16 03:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,733.001
2026-06-16 03:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,936.0
2026-06-16 03:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-16 03:00:00,Nord,IDROELETTRICO,ALTRO,5331.0
2026-06-16 03:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-16 03:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,17113.251
2026-06-16 03:00:00,Sud_Isole,ALTRO,ALTRO,566.82
2026-06-16 03:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,714.3
2026-06-16 03:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-16 02:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-16 02:00:00,Sud_Isole,ALTRO,ALTRO,566.82
2026-06-16 02:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-16 02:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-16 02:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,733.001
2026-06-16 02:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,17068.726
2026-06-16 02:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-16 02:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,713.8
2026-06-16 02:00:00,Nord,IDROELETTRICO,ALTRO,5331.0
2026-06-16 02:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12012.5
2026-06-16 02:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2010.15
2026-06-16 02:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,936.0
2026-06-16 01:00:00,Sud_Isole,ALTRO,ALTRO,566.82
2026-06-16 01:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-16 01:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,11996.7
2026-06-16 01:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-16 01:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,732.001
2026-06-16 01:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,936.0
2026-06-16 01:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,17034.376
2026-06-16 01:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-16 01:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-16 01:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,709.8
2026-06-16 01:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2023.7
2026-06-16 01:00:00,Nord,IDROELETTRICO,ALTRO,5258.05
2026-06-16 00:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,11976.3
2026-06-16 00:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2023.7
2026-06-16 00:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-16 00:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-16 00:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-16 00:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,705.7
2026-06-16 00:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,16986.176
2026-06-16 00:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-16 00:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,936.0
2026-06-16 00:00:00,Sud_Isole,ALTRO,ALTRO,566.82
2026-06-16 00:00:00,Nord,IDROELETTRICO,ALTRO,5282.6
2026-06-16 00:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,732.001
2026-06-15 23:00:00,Sud_Isole,ALTRO,ALTRO,566.82
2026-06-15 23:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,936.0
2026-06-15 23:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-15 23:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,731.901
2026-06-15 23:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-15 23:00:00,Sud_Isole,IDROELETTRICO,ALTRO,1316.625
2026-06-15 23:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-15 23:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-15 23:00:00,Nord,IDROELETTRICO,ALTRO,5283.15
2026-06-15 23:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,17231.401
2026-06-15 23:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12296.3
2026-06-15 23:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,701.8
2026-06-15 22:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12264.5
2026-06-15 22:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,699.3
2026-06-15 22:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,731.901
2026-06-15 22:00:00,Nord,IDROELETTRICO,ALTRO,5352.7
2026-06-15 22:00:00,Sud_Isole,IDROELETTRICO,ALTRO,1335.7
2026-06-15 22:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,936.0
2026-06-15 22:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-15 22:00:00,Sud_Isole,ALTRO,ALTRO,566.82
2026-06-15 22:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-15 22:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-15 22:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,17132.701
2026-06-15 22:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-15 21:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12223.0
2026-06-15 21:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-15 21:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-15 21:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2165.4
2026-06-15 21:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-15 21:00:00,Sud_Isole,ALTRO,ALTRO,566.82
2026-06-15 21:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,936.0
2026-06-15 21:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-15 21:00:00,Nord,IDROELETTRICO,ALTRO,5426.1
2026-06-15 21:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,16985.401
2026-06-15 21:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,695.5
2026-06-15 21:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,730.901
2026-06-15 20:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,729.901
2026-06-15 20:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,936.0
2026-06-15 20:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-15 20:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-15 20:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-15 20:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,16773.301
2026-06-15 20:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,687.4
2026-06-15 20:00:00,Nord,IDROELETTRICO,ALTRO,5426.1
2026-06-15 20:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-15 20:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12152.3
2026-06-15 20:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2165.4
2026-06-15 20:00:00,Sud_Isole,ALTRO,ALTRO,442.8
2026-06-15 19:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,728.901
2026-06-15 19:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,12042.885
2026-06-15 19:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,936.0
2026-06-15 19:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-15 19:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-15 19:00:00,Nord,IDROELETTRICO,ALTRO,5153.6
2026-06-15 19:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-15 19:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-15 19:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,16445.451
2026-06-15 19:00:00,Sud_Isole,ALTRO,ALTRO,442.8
2026-06-15 19:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2159.9
2026-06-15 19:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,676.2
2026-06-15 18:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,936.0
2026-06-15 18:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2143.4
2026-06-15 18:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-15 18:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-15 18:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,11725.052
2026-06-15 18:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,16365.451
2026-06-15 18:00:00,Sud_Isole,ALTRO,ALTRO,442.8
2026-06-15 18:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-15 18:00:00,Nord,IDROELETTRICO,ALTRO,5136.7
2026-06-15 18:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
2026-06-15 18:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,663.8
2026-06-15 18:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,727.901
2026-06-15 17:00:00,Sud_Isole,TERMICO TRADIZIONALE,CARBONE,936.0
2026-06-15 17:00:00,Sud_Isole,TERMICO TURBOGAS,GAS NATURALE,727.901
2026-06-15 17:00:00,Nord,ALTRO,ALTRO,394.0
2026-06-15 17:00:00,Nord,IDROELETTRICO,ALTRO,5222.15
2026-06-15 17:00:00,Sud_Isole,ALTRO,ALTRO,442.8
2026-06-15 17:00:00,Sud_Isole,TERMICO TURBOGAS,ALTRO,591.0
2026-06-15 17:00:00,Sud_Isole,TERMICO TRADIZIONALE,DERIVATI DEL PETROLIO,578.0
2026-06-15 17:00:00,Sud_Isole,TERMICO CICLO COMBINATO,GAS NATURALE,11961.145
2026-06-15 17:00:00,Nord,TERMICO CICLO COMBINATO,GAS NATURALE,15877.476
2026-06-15 17:00:00,Sud_Isole,TERMICO CICLO COMBINATO,ALTRO,657.4
2026-06-15 17:00:00,Sud_Isole,IDROELETTRICO,ALTRO,2147.6
2026-06-15 17:00:00,Nord,TERMICO TRADIZIONALE,GAS NATURALE,102.0
