assets_concerned,asset_type,voltage_kv_raw,daily_restoring_raw,reason,source_file,start_datetime,stop_datetime,voltage_kv,daily_restoring,duration_hours
Linea 503 CP Argegno - CP Como Nord,LIN,132 kV,S,Interferenza Linea,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,132.0,False,0.0
Linea 508 Agip Petroli - Pilkington,LIN,132 kV,S,Interferenza Linea,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-22,132.0,False,24.0
Linea 544 Rondissone - Chivasso CP,LIN,132 kV,N,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,132.0,False,0.0
Linea 549 Latina 380 - Anzio,LIN,150 kV,N,Altre di Manutenzione,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-06-05,150.0,False,360.0
Linea 66kV Acquasanta RFI-Sampierdarena RFI GE016,LIN,70 kV,N,Interferenza Linea,20260424-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,70.0,False,0.0
Linea 917 Quarto D'AltCP-Quarto D'AltSC,LIN,132 kV,S,Interferenza Linea,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,132.0,False,0.0
Linea F23 Anagni RT - Gallicano RT,LIN,150 kV,S,Interferenza Linea,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-22,150.0,False,24.0
S/E Andria - Sbarra A 150 KV,SBA,150 kV,S,Altre di manutenzioni,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,150.0,False,0.0
S/E Arezzo C - Condensatore132 kV,RIF,132 kV,N,Costruzione nuovo stallo,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-22,132.0,False,24.0
S/E Augusta - stl 705 Megara RT,STL,150 kV,N,Sostituzione Apparecchiatura AT,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-22,150.0,False,24.0
S/E Bellolampo 2 - stl 223 Partinico 2,STL,220 kV,S,Altre di manutenzioni,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,220.0,False,0.0
S/E Benevento 3 - Sbarra B 150 KV,SBA,150 kV,S,Altre di manutenzioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,150.0,False,0.0
S/E Bussento - stl 509 Torraca,STL,150 kV,S,Controlli Protezioni,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-22,150.0,False,24.0
S/E CASTEL DI LUCIO - STL 109 CASTELBUONO,STL,150 kV,S,Sostituzione Protezione,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,150.0,False,0.0
S/E Camin - stl 229 Scorzè,STL,220 kV,N,Sostituzione Protezioni,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-22,220.0,False,24.0
S/E Camin - stl 295 Dolo,STL,220 kV,N,Sostituzione Protezioni,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-22,220.0,False,24.0
S/E Cassano 380 - Parallelo K 380kV,STK,400 kV,S,Interferenza Lavori,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,400.0,False,0.0
S/E Cassano 380 - Sbarra B 380kV,SBA,400 kV,S,Interferenza Lavori,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,400.0,False,0.0
S/E Cassano 380 - stl 361 Ciserano,STL,400 kV,S,Interferenza Linea,20260424-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,400.0,False,0.0
S/E Colunga - Sbarra B1 132 kV,SBA,132 kV,N,Controlli Tecnici Apparecchiatura AT,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-22,132.0,False,24.0
S/E Erchie - Reattore 2 380 KV,RIF,400 kV,N,Controlli Protezioni,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-22,400.0,False,24.0
S/E Ferrara Foc. - stl 740 Ferrara Z.I.,STL,132 kV,N,Controlli di legge,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-22,132.0,False,24.0
S/E Francofonte - stl 695 Scordia,STL,150 kV,S,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,150.0,False,0.0
S/E Fulgatore - Parallelo K 220 KV,STK,220 kV,N,Riparazione Apparecchiatura AT,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-22,220.0,False,24.0
S/E Fulgatore - Sbarre B 220 KV,SBA,220 kV,N,Riparazione Apparecchiatura AT,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-22,220.0,False,24.0
S/E Larino - Sbarra B 150 KV,SBA,150 kV,S,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,150.0,False,0.0
S/E Magenta - Sbarra B1 132 kV,SBA,132 kV,S,Altre di manutenzioni,20260501-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,132.0,False,0.0
S/E Marginone - Sbarra B1 132 kV,SBA,132 kV,S,Controlli Tecnici Apparecchiatura AT,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,132.0,False,0.0
S/E Melilli - Sbarra A1 150 KV,SBA,150 kV,S,Costruzione nuovo stallo,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-22,150.0,False,24.0
S/E Mezzocorona-Sbarra A 132 kV(Esterna),SBA,132 kV,N,Altre di sviluppo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,132.0,False,0.0
S/E Partinico - Sbarra B 220 kV,SBA,220 kV,S,Controlli Tecnici Apparecchiatura AT,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,220.0,False,0.0
S/E Portotorres 1 - stl 651 Enichem 1,STL,150 kV,S,Altre di sviluppo,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-22,150.0,False,24.0
S/E Redipuglia-ATR202 220/132kV 250MVA,ATR,132 kV,S,Riparazione Apparecchiatura AT,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,132.0,False,0.0
S/E Roma Nord - Sbarra A2 150 KV,SBA,150 kV,S,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,150.0,False,0.0
S/E Rosara - stl 004 Capodiponte C.le,STL,132 kV,S,Riparazione Apparecchiatura AT,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-22,132.0,False,24.0
S/E Scandale - Parallelo K 380 KV,STK,400 kV,S,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-22,400.0,False,24.0
S/E Selargius - Sbarra B 220 kV,SBA,220 kV,S,Interferenza Lavori,20260501-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-23,220.0,False,48.0
S/E Selargius - Sbarra B 380 kV,SBA,400 kV,S,Interferenza Lavori,20260501-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-23,400.0,False,48.0
S/E Somplago - ATR 201 220/132kV 160 MVA,ATR,132 kV,N,Guasto,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-22,132.0,False,24.0
S/E Tavazzano - Sbarra A2 132 kV,SBA,132 kV,S,Controlli Tecnici Apparecchiatura AT,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,132.0,False,0.0
S/E Ucria - stl 954 Eolico Nebrodi,STL,150 kV,S,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,150.0,False,0.0
S/E Verampio - TR 3 220/12 kV,TRF,220 kV,S,Interferenza Lavori,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,220.0,False,0.0
SE CARNIA - Sbarra A 60 kV,SBA,70 kV,S,Sostituzione Apparecchiature AT,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-22,70.0,False,24.0
SSE Savona RT - stl G30 Genova Acq. RT,STL,70 kV,S,Riparazione Apparecchiatura AT,20260424-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,70.0,False,0.0
STALLO 132 KV 761 IN CS LONATO,STL,132 kV,S,Controlli di legge,20260501-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-22,132.0,False,24.0
STALLO 150 KV 327PUL IN CP S.MARGHERITA,STL,150 kV,S,Altre di manutenzioni,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-22,150.0,False,24.0
STALLO 150 KV 624 TEU IN CP S.MARGHERITA,STL,150 kV,S,Altre di manutenzioni,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-22,150.0,False,24.0
Sez. sbarra (1)RO  150 kV  in CP S.MARGHERITA,SBA,150 kV,S,Altre di manutenzioni,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-22,150.0,False,24.0
Sez. sbarra (1)VE  150 kV  in CP S.MARGHERITA,SBA,150 kV,S,Altre di manutenzioni,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-22,150.0,False,24.0
Sist. sbarre  1 a 150 kV in CP BENEVEN.NORD,SBA,150 kV,S,Altre di manutenzioni,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,150.0,False,0.0
Stallo 132 kV 478:VMTB#MONTEBELLO 1 RT in CP MONTECCHIO,STL,132 kV,S,Controlli Tecnici Apparecchiatura AT,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,132.0,False,0.0
Stallo 132 kV 499 in CP FALOPPIO,STL,132 kV,S,Controlli Tecnici Apparecchiatura AT,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,132.0,False,0.0
Stallo 132 kV 524LUISAGO in CP FALOPPIO,STL,132 kV,S,Controlli Tecnici Apparecchiatura AT,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,132.0,False,0.0
Stallo 132 kV 538BOVISIO in CP PADERNO D.,STL,132 kV,N,Controlli Tecnici Apparecchiatura AT,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,132.0,False,0.0
Stallo 132 kV 766:VMES#MESTRE in CP ZELARINO,STL,132 kV,N,Interferenza Lavori,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,132.0,False,0.0
Stallo 132 kV 767:VVIL#VILLABONA in CP ZELARINO,STL,132 kV,N,Interferenza Lavori,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,132.0,False,0.0
Stallo 150 kV - 170:PNIC#NICOLETTI in CP VALGUARNERA,STL,150 kV,S,Altre di manutenzioni,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,150.0,False,0.0
Stallo 150 kV - 525:PPIN#PIRAINO in CP CAPO D ORLANDO,STL,150 kV,S,Altre di manutenzioni,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,150.0,False,0.0
Stallo 50 kV 364:VROS#ROSOLINA in CP BRONDOLO,STL,70 kV,S,Controlli di legge,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-21,70.0,False,0.0
Stazione Nurri - Stallo linea ISILI 150 kV 667,STL,150 kV,S,Altre di sviluppo,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-21,2026-05-22,150.0,False,24.0
569 SE Civitacast.-Flaminia cd Morlupo,LIN,150 kV,S,Interferenza Linea,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-23,150.0,False,24.0
CP Agerola - sbarre 60 kV,SBA,70 kV,S,Altre di manutenzioni,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,70.0,False,0.0
CP Bari Porto - stl Bari Stanic 150 kV,STL,150 kV,N,Altre di manutenzioni,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,150.0,False,0.0
CP Ischitella - sbarre 150 kV,SBA,150 kV,N,Altre di manutenzioni,20260320-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,150.0,False,0.0
CP Ischitella - stl S.G.Rotondo 150 kV,STL,150 kV,S,Altre di manutenzioni,20260320-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-06-08,150.0,False,408.0
CP PORCARI - SBARRA AT VE LATO 071,SBA,132 kV,N,Altre di manutenzioni,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,132.0,False,0.0
CP PORCARI - STALLO AT 071 FRIZZONE,STL,132 kV,N,Altre di manutenzioni,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,132.0,False,0.0
CP PORCARI-STALLO AT N.T11 DS SMITH,STL,132 kV,N,Altre di manutenzioni,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,132.0,False,0.0
CP S.Giuseppe V. - sbarre 150 kV,SBA,150 kV,S,Altre di manutenzioni,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,150.0,False,0.0
EG NASCITA,UPS,150 kV,N,Altri interventi,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,150.0,False,0.0
FOSSALTA - Sbarra A 132 kV,SBA,132 kV,S,Interferenza Lavori,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,132.0,False,0.0
ISOLA PALANZANO Stl MARRA 132 kV,STL,132 kV,N,Controlli di legge,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,132.0,False,0.0
L. 069 Scorzè - Po.Me.Ton.,LIN,132 kV,S,Interferenza Linea,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,132.0,False,0.0
L.042 CIE C.Montanino-Montecatini VdC,LIN,132 kV,S,Controlli Tecnici Apparecchiatura AT,20260501-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,132.0,False,0.0
L039 Montecati V.CecinaRFI-SE Larderello,LIN,132 kV,S,Controlli Tecnici Apparecchiatura AT,20260501-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,132.0,False,0.0
L443 Accadia - Vallesaccarda (ex Brulli),LIN,150 kV,N,Sostituzione Apparecchiature AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-24,150.0,False,48.0
L714 Picerno-Potenza cd Tanagro-Romag.RT,LIN,150 kV,N,Interferenza Linea,20260410-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-31,150.0,False,216.0
LINEA 107 S/E MISTRETTA - CP TROINA,LIN,150 kV,S,Riparazione morsetteria,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,150.0,False,0.0
LINEA 132KV N.121 ENEA BRASIMONE - ENEA 1,LIN,132 kV,N,Taglio Piante,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-06-05,132.0,False,336.0
LINEA 132KV N.122 ENEA BRASIMONE - ENEA 2,LIN,132 kV,N,Taglio Piante,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-06-05,132.0,False,336.0
LINEA 132KV N.661 PARMA VIGHEFFIO - AMPS,LIN,132 kV,S,Interferenza Linea,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,132.0,False,0.0
LINEA 267B ROSEGG - VILLACH S.,LIN,220 kV,S,Richiesto da APG,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,220.0,False,0.0
LINEA 361 CISERANO - CASSANO ST,LIN,400 kV,N,Altre di Manutenzione,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-06-07,400.0,False,384.0
Linea 006 Spinea - Fossalta,LIN,132 kV,S,Interferenza Lavori,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,132.0,False,0.0
Linea 009 Ischitella - Vico del Gargano 150 kV,LIN,150 kV,S,Interferenza Linea,20260403-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,150.0,False,0.0
Linea 071 Sondel Porcari (LU) - Porcari,LIN,132 kV,S,Interferenza Linea,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,132.0,False,0.0
Linea 086 Ischitella - S.G. Rotondo,LIN,150 kV,S,Interferenza Linea,20260403-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,150.0,False,0.0
Linea 150 kV - CEFALU' - FIUMETORTO,LIN,150 kV,S,Sostituzione morsetteria,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,150.0,False,0.0
Linea 209 Sorgente - Caracoli,LIN,220 kV,S,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,220.0,False,0.0
Linea 235 Caivano - Fratta,LIN,220 kV,S,Riparazione morsetteria,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,220.0,False,0.0
Linea 251 Ciminna - Partinico 2,LIN,220 kV,S,Controlli Tecnici Apparecchiatura AT,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,220.0,False,0.0
Linea 262 Biferno - Telese cd FS 60 kV,LIN,70 kV,S,Riparazione morsetteria,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,70.0,False,0.0
Linea 265 Cislago - Sondrio,LIN,220 kV,N,Altre di sviluppo,20260320-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-30,220.0,False,192.0
Linea 266 Cislago - Sondrio,LIN,220 kV,N,Altre di sviluppo,20260320-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-30,220.0,False,192.0
Linea 266 Cislago - Sondrio,LIN,220 kV,N,Altre di sviluppo,20260529-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-29,220.0,False,168.0
Linea 276 Capriati - Presenzano,LIN,220 kV,S,Altri investimenti,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-29,220.0,False,168.0
Linea 303 Villasor 1 - Taloro 1,LIN,150 kV,S,Interferenza Linea,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,150.0,False,0.0
Linea 310 Tuili - Taloro 1,LIN,150 kV,S,Interferenza Linea,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,150.0,False,0.0
Linea 319  Porto Tolle - Adria Sud,LIN,400 kV,S,Sostituzione morsetteria,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,400.0,False,0.0
Linea 335 Pantano-SE Priolo,LIN,400 kV,S,Sostituzione Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,400.0,False,0.0
Linea 503 CP Argegno - CP Como Nord,LIN,132 kV,S,Interferenza Linea,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,132.0,False,0.0
Linea 597 Latera - S.Savino,LIN,150 kV,N,Altre di Manutenzione,20260501-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-24,150.0,False,48.0
Linea 612 Fiamenga - Assisi,LIN,132 kV,S,Altre di Manutenzione,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,132.0,False,0.0
Linea 613 CP Partinico - Partinico 2,LIN,150 kV,S,Taglio Piante,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,150.0,False,0.0
Linea 639 S/E Casuzze 1° L - CP Monreale,LIN,150 kV,S,Taglio Piante,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,150.0,False,0.0
Linea 687 Nicoletti - Nissoria,LIN,150 kV,S,Interferenza Linea,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,150.0,False,0.0
Linea ISOLA - MARRA,LIN,132 kV,S,Interferenza Linea,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,132.0,False,0.0
S/E Accadia - Sbarre 150 kV,SBA,150 kV,S,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,150.0,False,0.0
S/E Arezzo C - Parallelo K 132 kV,STK,132 kV,S,Costruzione nuovo stallo,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,132.0,False,0.0
S/E Bellolampo - ATR 1 220/150 KV,ATR,150 kV,S,Altre di manutenzioni,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,150.0,False,0.0
S/E Cardano - Sbarra A 132 kV,SBA,132 kV,S,Altre di manutenzioni,20260424-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,132.0,False,0.0
S/E Cremona - stl 179 Acquanegra,STL,132 kV,S,Controlli Protezioni,20260501-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,132.0,False,0.0
S/E Este-Trafo 101 132/20 kV 40 MVA,TRF,20 kV,N,Altre di manutenzioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-06-10,20.0,False,456.0
S/E Forlì - ATR 302 380/132 kV 250MVA -P,STT,400 kV,S,Altre di manutenzioni,20260501-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,400.0,False,0.0
S/E Francofonte - stl 695 Francofonte,STL,150 kV,S,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,150.0,False,0.0
S/E LAVIS - STL 175 TRENTO SUD,STL,220 kV,S,Controlli Protezioni,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,220.0,False,0.0
S/E MISTRETTA - STL 107 CP TROINA,STL,150 kV,S,Altre di manutenzioni,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,150.0,False,0.0
S/E Magenta - Sbarra B 220 kV,SBA,220 kV,S,Controlli Tecnici Apparecchiatura AT,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,220.0,False,0.0
S/E Maida - ATR 2 380/150 KV,ATR,400 kV,S,Riparazione Apparecchiatura AT,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,400.0,False,0.0
S/E Maida - ATR 2 380/150 KV -S,STT,150 kV,S,Altre di Manutenzione,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,150.0,False,0.0
S/E Maida - Sbarra B 150 KV,SBA,150 kV,S,Riparazione Apparecchiatura AT,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,150.0,False,0.0
S/E Matera - stl 353 Garaguso,STL,400 kV,S,Controlli su Condizione (MBI),20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,400.0,False,0.0
S/E Mezzocorona-Sbarra A 132 kV(Esterna),SBA,132 kV,N,Altre di sviluppo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,132.0,False,0.0
S/E Pantano - stl 335 Priolo,STL,400 kV,S,Sostituzione Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,400.0,False,0.0
S/E Priolo - Parallelo K 380,STK,400 kV,S,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,400.0,False,0.0
S/E Priolo - stl 335  SE Pantano,STL,400 kV,S,Sostituzione Apparecchiatura AT,20260424-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,400.0,False,0.0
S/E Roma Nord - Sbarra B2 150 KV,SBA,150 kV,S,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,150.0,False,0.0
S/E S.Massenza - stl 280 Trento Sud,STL,220 kV,S,Controlli Protezioni,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,220.0,False,0.0
S/E Taloro 1 - stl 310 Tuili,STL,150 kV,S,Sostituzione Apparecchiatura AT,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,150.0,False,0.0
S/E Vallesaccarda(ex Br)-stl 443 Accadia,STL,150 kV,N,Sostituzione Apparecchiature AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-24,150.0,False,48.0
SE Fossalta - stl.006 Spinea,STL,132 kV,S,Interferenza Lavori,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,132.0,False,0.0
SE Mezzocorona - RISERVA SA TR5,TRF,132 kV,N,Altre di Manutenzione,20260424-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-06-29,132.0,False,912.0
